MeV,time1 (ps),time2 (ps)
10.111,47165,35058
11.111,26165,20058
11.112,26144,20043
11.113,26125,20029
11.114,26104,20014
11.115,26083,19999
11.116,26063,19984
11.116,26042,19970
11.117,26021,19955
11.118,26001,19940
11.119,25980,19925
11.12,25959,19910
11.121,25938,19896
11.122,25918,19881
11.123,25897,19866
11.124,25877,19851
11.124,25856,19836
11.125,25835,19822
11.126,25815,19807
11.127,25794,19792
11.128,25773,19777
11.129,25753,19763
11.13,25732,19748
11.131,25711,19733
11.132,25691,19718
11.133,25670,19703
11.133,25650,19689
11.134,25629,19674
11.135,25608,19659
11.136,25588,19644
11.137,25567,19630
11.138,25547,19615
11.139,25526,19600
11.14,25506,19585
11.141,25485,19570
11.141,25464,19556
11.142,25444,19541
11.143,25423,19526
11.144,25403,19511
11.145,25382,19497
11.146,25362,19482
11.147,25341,19467
11.148,25321,19452
11.148,25302,19439
11.149,25281,19424
11.15,25261,19409
11.151,25240,19395
11.152,25220,19380
11.153,25199,19365
11.154,25179,19350
11.155,25158,19336
11.156,25138,19321
11.156,25117,19306
11.157,25097,19292
11.158,25076,19277
11.159,25056,19262
11.16,25036,19247
11.161,25015,19233
11.162,24995,19218
11.163,24974,19203
11.164,24954,19189
11.164,24933,19174
11.165,24913,19159
11.166,24892,19144
11.167,24872,19130
11.168,24852,19115
11.169,24831,19100
11.17,24811,19086
11.171,24790,19071
11.172,24770,19056
11.173,24750,19041
11.173,24729,19027
11.174,24709,19012
11.175,24689,18997
11.176,24668,18983
11.177,24648,18968
11.178,24627,18953
11.179,24607,18939
11.18,24587,18924
11.181,24566,18909
11.181,24546,18895
11.182,24526,18880
11.183,24505,18865
11.184,24485,18851
11.185,24465,18836
11.186,24446,18822
11.187,24426,18808
11.188,24406,18793
11.188,24385,18778
11.189,24365,18764
11.19,24345,18749
11.191,24324,18734
11.192,24304,18720
11.193,24284,18705
11.194,24264,18690
11.195,24243,18676
11.196,24223,18661
11.196,24203,18646
11.197,24183,18632
11.198,24162,18617
11.199,24142,18603
11.2,24122,18588
11.201,24102,18573
11.202,24081,18559
11.203,24061,18544
11.204,24041,18529
11.204,24021,18515
11.205,24001,18500
11.206,23980,18485
11.207,23960,18471
11.208,23940,18456
11.209,23920,18442
11.21,23900,18427
11.211,23880,18412
11.212,23859,18398
11.213,23839,18383
11.213,23819,18368
11.214,23799,18354
11.215,23779,18339
11.216,23759,18325
11.217,23738,18310
11.218,23718,18295
11.219,23698,18281
11.22,23678,18266
11.221,23658,18252
11.221,23638,18237
11.222,23618,18222
11.223,23598,18208
11.224,23579,18194
11.225,23559,18180
11.226,23539,18165
11.227,23519,18151
11.228,23499,18136
11.228,23479,18121
11.229,23459,18107
11.23,23439,18092
11.231,23419,18078
11.232,23399,18063
11.233,23378,18049
11.234,23358,18034
11.235,23338,18019
11.236,23318,18005
11.236,23298,17990
11.237,23278,17976
11.238,23258,17961
11.239,23238,17947
11.24,23218,17932
11.241,23198,17917
11.242,23178,17903
11.243,23158,17888
11.244,23138,17874
11.245,23118,17859
11.245,23098,17845
11.246,23078,17830
11.247,23058,17816
11.248,23038,17801
11.249,23018,17786
11.25,22998,17772
11.251,22979,17757
11.252,22959,17743
11.253,22939,17728
11.253,22919,17714
11.254,22899,17699
11.255,22879,17685
11.256,22859,17670
11.257,22839,17656
11.258,22819,17641
11.259,22799,17627
11.26,22779,17612
11.261,22759,17598
11.261,22739,17583
11.262,22721,17570
11.263,22701,17555
11.264,22681,17541
11.265,22662,17526
11.266,22642,17512
11.267,22622,17497
11.268,22602,17483
11.268,22582,17468
11.269,22562,17454
11.27,22542,17439
11.271,22523,17425
11.272,22503,17410
11.273,22483,17396
11.274,22463,17381
11.275,22443,17367
11.276,22423,17352
11.276,22404,17338
11.277,22384,17323
11.278,22364,17309
11.279,22344,17294
11.28,22324,17280
11.281,22305,17265
11.282,22285,17251
11.283,22265,17236
11.284,22245,17222
11.285,22226,17207
11.285,22206,17193
11.286,22186,17178
11.287,22166,17164
11.288,22146,17150
11.289,22127,17135
11.29,22107,17121
11.291,22087,17106
11.292,22068,17092
11.293,22048,17077
11.293,22028,17063
11.294,22008,17048
11.295,21989,17034
11.296,21969,17020
11.297,21950,17005
11.298,21930,16991
11.299,21911,16977
11.3,21891,16963
11.3,21872,16948
11.301,21851,16933
11.302,21831,16919
11.303,21812,16904
11.304,21793,16890
11.305,21773,16876
11.306,21754,16862
11.307,21734,16847
11.308,21715,16833
11.309,21694,16818
11.309,21675,16804
11.31,21655,16789
11.311,21636,16775
11.312,21617,16761
11.313,21597,16747
11.314,21578,16732
11.315,21557,16717
11.316,21538,16703
11.317,21518,16689
11.317,21499,16674
11.318,21480,16660
11.319,21460,16646
11.32,21441,16632
11.321,21420,16616
11.322,21401,16602
11.323,21381,16588
11.324,21362,16574
11.324,21343,16560
11.325,21324,16545
11.326,21304,16531
11.327,21285,16517
11.328,21264,16502
11.329,21245,16487
11.33,21225,16473
11.331,21206,16459
11.332,21187,16445
11.332,21168,16431
11.333,21148,16417
11.334,21128,16401
11.335,21108,16387
11.336,21089,16373
11.337,21070,16359
11.338,21051,16344
11.339,21031,16330
11.34,21012,16316
11.341,20991,16301
11.341,20972,16287
11.342,20953,16272
11.343,20934,16258
11.344,20915,16244
11.345,20895,16230
11.346,20876,16216
11.347,20857,16202
11.348,20836,16186
11.349,20817,16172
11.349,20798,16158
11.35,20779,16144
11.351,20760,16130
11.352,20740,16116
11.353,20721,16102
11.354,20701,16086
11.355,20681,16072
11.356,20662,16058
11.356,20643,16044
11.357,20624,16030
11.358,20605,16016
11.359,20586,16001
11.36,20565,15986
11.361,20546,15972
11.362,20527,15958
11.363,20508,15944
11.364,20489,15930
11.364,20470,15916
11.365,20450,15901
11.366,20431,15887
11.367,20411,15872
11.368,20392,15858
11.369,20373,15844
11.37,20354,15830
11.371,20334,15816
11.372,20315,15802
11.372,20296,15787
11.373,20276,15772
11.374,20257,15758
11.375,20238,15744
11.376,20219,15730
11.377,20200,15716
11.378,20181,15702
11.379,20162,15688
11.38,20141,15672
11.381,20122,15658
11.381,20103,15644
11.382,20084,15630
11.383,20065,15616
11.384,20046,15602
11.385,20027,15588
11.386,20008,15574
11.387,19987,15559
11.388,19969,15545
11.389,19950,15531
11.389,19931,15516
11.39,19912,15502
11.391,19893,15488
11.392,19874,15474
11.393,19853,15459
11.394,19834,15445
11.395,19815,15431
11.396,19796,15417
11.396,19777,15403
11.397,19759,15389
11.398,19740,15375
11.399,19719,15360
11.4,19700,15346
11.401,19681,15332
11.402,19662,15318
11.403,19644,15303
11.404,19625,15289
11.404,19606,15275
11.405,19587,15261
11.406,19566,15246
11.407,19548,15232
11.408,19529,15218
11.409,19510,15204
11.41,19491,15190
11.411,19472,15176
11.412,19453,15162
11.413,19433,15147
11.413,19414,15133
11.414,19395,15119
11.415,19376,15105
11.416,19358,15091
11.417,19339,15077
11.418,19320,15063
11.419,19300,15048
11.42,19281,15034
11.421,19262,15020
11.421,19243,15006
11.422,19224,14992
11.423,19206,14978
11.424,19187,14964
11.425,19168,14950
11.426,19148,14935
11.427,19129,14921
11.428,19110,14907
11.428,19091,14893
11.429,19073,14879
11.43,19054,14865
11.431,19035,14851
11.432,19015,14836
11.433,18996,14822
11.434,18977,14808
11.435,18959,14794
11.436,18940,14780
11.436,18921,14766
11.437,18902,14752
11.438,18882,14737
11.439,18863,14723
11.44,18845,14709
11.441,18826,14695
11.442,18807,14681
11.443,18789,14667
11.444,18770,14653
11.444,18751,14639
11.445,18731,14624
11.446,18712,14610
11.447,18694,14596
11.448,18675,14582
11.449,18656,14568
11.45,18638,14554
11.451,18619,14540
11.452,18599,14525
11.453,18580,14511
11.453,18562,14498
11.454,18543,14484
11.455,18524,14470
11.456,18506,14456
11.457,18487,14442
11.458,18469,14428
11.459,18448,14413
11.46,18430,14399
11.461,18411,14385
11.461,18393,14371
11.462,18374,14357
11.463,18355,14343
11.464,18337,14330
11.465,18317,14314
11.466,18298,14301
11.467,18280,14287
11.468,18261,14273
11.468,18242,14259
11.469,18224,14245
11.47,18205,14231
11.471,18185,14216
11.472,18167,14202
11.473,18148,14188
11.474,18130,14174
11.475,18111,14161
11.476,18093,14147
11.476,18074,14133
11.477,18056,14119
11.478,18036,14104
11.479,18017,14090
11.48,17999,14076
11.481,17980,14062
11.482,17962,14048
11.483,17943,14035
11.484,17925,14021
11.485,17905,14006
11.485,17886,13992
11.486,17868,13979
11.487,17848,13964
11.488,17830,13950
11.489,17812,13936
11.49,17794,13923
11.491,17774,13908
11.492,17756,13894
11.492,17738,13881
11.493,17718,13866
11.494,17700,13852
11.495,17682,13839
11.496,17662,13824
11.497,17644,13810
11.498,17626,13796
11.499,17607,13783
11.5,17588,13768
11.5,17570,13754
11.501,17552,13741
11.502,17532,13726
11.503,17514,13712
11.504,17496,13699
11.505,17476,13684
11.506,17458,13670
11.507,17440,13657
11.508,17422,13643
11.509,17402,13628
11.509,17384,13615
11.51,17366,13601
11.511,17346,13586
11.512,17328,13573
11.513,17310,13559
11.514,17290,13545
11.515,17272,13531
11.516,17254,13517
11.516,17236,13504
11.517,17217,13489
11.518,17198,13475
11.519,17180,13462
11.52,17161,13447
11.521,17143,13433
11.522,17125,13420
11.523,17105,13405
11.524,17087,13392
11.524,17069,13378
11.525,17051,13364
11.526,17032,13350
11.527,17013,13336
11.528,16995,13323
11.529,16976,13308
11.53,16958,13294
11.531,16940,13281
11.532,16920,13266
11.533,16902,13252
11.533,16884,13239
11.534,16866,13225
11.535,16847,13211
11.536,16829,13197
11.537,16811,13184
11.538,16792,13169
11.539,16774,13155
11.54,16756,13142
11.541,16736,13127
11.541,16718,13114
11.542,16700,13100
11.543,16682,13086
11.544,16663,13072
11.545,16645,13058
11.546,16627,13045
11.547,16608,13030
11.548,16590,13017
11.548,16572,13003
11.549,16552,12988
11.55,16534,12975
11.551,16517,12961
11.552,16499,12948
11.553,16479,12933
11.554,16461,12920
11.555,16443,12906
11.556,16424,12891
11.556,16406,12878
11.557,16388,12864
11.558,16369,12850
11.559,16351,12836
11.56,16333,12823
11.561,16315,12809
11.562,16296,12795
11.563,16278,12781
11.564,16260,12768
11.565,16241,12753
11.565,16223,12740
11.566,16205,12726
11.567,16186,12711
11.568,16168,12698
11.569,16150,12684
11.57,16133,12671
11.571,16113,12656
11.572,16095,12643
11.572,16078,12629
11.573,16058,12615
11.574,16041,12601
11.575,16023,12588
11.576,16003,12573
11.577,15986,12560
11.578,15968,12546
11.579,15950,12533
11.58,15931,12518
11.58,15913,12505
11.581,15895,12491
11.582,15876,12477
11.583,15858,12463
11.584,15841,12450
11.585,15821,12435
11.586,15804,12422
11.587,15786,12409
11.588,15768,12395
11.589,15749,12380
11.589,15731,12367
11.59,15714,12354
11.591,15694,12339
11.592,15677,12326
11.593,15659,12312
11.594,15640,12298
11.595,15622,12284
11.596,15604,12271
11.596,15587,12257
11.597,15567,12243
11.598,15550,12229
11.599,15532,12216
11.6,15513,12201
11.601,15495,12188
11.602,15478,12175
11.603,15459,12160
11.604,15441,12147
11.604,15423,12133
11.605,15404,12119
11.606,15386,12105
11.607,15369,12092
11.608,15351,12079
11.609,15332,12064
11.61,15314,12051
11.611,15297,12037
11.612,15278,12023
11.613,15260,12009
11.613,15243,11996
11.614,15223,11982
11.615,15206,11968
11.616,15188,11955
11.617,15171,11941
11.618,15152,11927
11.619,15134,11914
11.62,15116,11900
11.621,15097,11886
11.621,15080,11872
11.622,15062,11859
11.623,15043,11844
11.624,15026,11831
11.625,15008,11818
11.626,14991,11804
11.627,14972,11790
11.628,14954,11777
11.628,14936,11763
11.629,14917,11749
11.63,14900,11735
11.631,14882,11722
11.632,14863,11708
11.633,14846,11694
11.634,14828,11681
11.635,14811,11668
11.636,14792,11653
11.636,14774,11640
11.637,14757,11626
11.638,14738,11612
11.639,14720,11599
11.64,14703,11585
11.641,14684,11571
11.642,14667,11558
11.643,14649,11544
11.644,14632,11531
11.645,14613,11517
11.645,14595,11503
11.646,14578,11490
11.647,14559,11476
11.648,14541,11462
11.649,14524,11449
11.65,14505,11434
11.651,14488,11421
11.652,14470,11408
11.652,14453,11395
11.653,14434,11380
11.654,14417,11367
11.655,14399,11354
11.656,14380,11339
11.657,14363,11326
11.658,14345,11313
11.659,14327,11298
11.66,14309,11285
11.66,14292,11272
11.661,14274,11258
11.662,14256,11244
11.663,14238,11231
11.664,14221,11217
11.665,14202,11203
11.666,14185,11190
11.667,14167,11177
11.668,14149,11162
11.669,14131,11149
11.669,14114,11136
11.67,14096,11122
11.671,14078,11108
11.672,14060,11095
11.673,14043,11082
11.674,14024,11067
11.675,14007,11054
11.676,13990,11041
11.677,13971,11026
11.677,13954,11013
11.678,13936,11000
11.679,13918,10986
11.68,13901,10973
11.681,13882,10958
11.682,13865,10945
11.683,13848,10932
11.684,13830,10918
11.684,13813,10905
11.685,13794,10891
11.686,13777,10878
11.687,13759,10864
11.688,13742,10851
11.689,13723,10837
11.69,13706,10824
11.691,13688,10810
11.692,13671,10797
11.693,13652,10782
11.693,13635,10769
11.694,13617,10755
11.695,13600,10742
11.696,13583,10729
11.697,13564,10715
11.698,13547,10702
11.699,13529,10688
11.7,13512,10675
11.701,13494,10661
11.701,13477,10648
11.702,13458,10634
11.703,13441,10621
11.704,13423,10607
11.705,13406,10594
11.706,13388,10580
11.707,13371,10567
11.708,13352,10553
11.708,13335,10540
11.709,13317,10525
11.71,13300,10512
11.711,13283,10499
11.712,13265,10485
11.713,13248,10472
11.714,13230,10458
11.715,13213,10445
11.716,13194,10431
11.716,13178,10418
11.717,13159,10404
11.718,13142,10391
11.719,13124,10377
11.72,13107,10364
11.721,13089,10350
11.722,13072,10337
11.723,13054,10323
11.724,13037,10310
11.724,13020,10297
11.725,13002,10283
11.726,12985,10270
11.727,12967,10256
11.728,12950,10243
11.729,12932,10229
11.73,12915,10216
11.731,12897,10202
11.732,12880,10189
11.733,12861,10175
11.733,12845,10162
11.734,12826,10148
11.735,12810,10136
11.736,12791,10122
11.737,12775,10109
11.738,12756,10095
11.739,12740,10082
11.74,12723,10069
11.741,12705,10055
11.741,12688,10042
11.742,12670,10028
11.743,12653,10015
11.744,12635,10001
11.745,12618,9988
11.746,12600,9974
11.747,12583,9961.1
11.748,12565,9947.1
11.748,12548,9934.2
11.749,12530,9920.2
11.75,12513,9907.3
11.751,12495,9893.3
11.752,12478,9880.4
11.753,12462,9867.5
11.754,12443,9853.6
11.755,12427,9840.7
11.756,12409,9826.7
11.756,12392,9813.8
11.757,12374,9799.9
11.758,12357,9787
11.759,12339,9773
11.76,12322,9760.2
11.761,12304,9746.2
11.762,12287,9733.3
11.763,12269,9719.4
11.764,12253,9706.5
11.765,12235,9692.6
11.765,12218,9679.7
11.766,12200,9665.8
11.767,12183,9652.9
11.768,12167,9640.1
11.769,12148,9626.1
11.77,12132,9613.3
11.771,12114,9599.3
11.772,12097,9586.5
11.773,12079,9572.6
11.773,12062,9559.7
11.774,12044,9545.8
11.775,12028,9532.9
11.776,12010,9519
11.777,11993,9506.2
11.778,11975,9492.3
11.779,11958,9479.4
11.78,11940,9465.5
11.78,11924,9452.7
11.781,11907,9439.9
11.782,11889,9426
11.783,11873,9413.2
11.784,11855,9399.3
11.785,11838,9386.4
11.786,11820,9372.5
11.787,11804,9359.7
11.788,11786,9345.8
11.788,11769,9333
11.789,11751,9319.1
11.79,11734,9306.3
11.791,11717,9292.5
11.792,11700,9279.6
11.793,11682,9265.8
11.794,11665,9253
11.795,11648,9239.1
11.796,11631,9226.3
11.796,11614,9213.5
11.797,11597,9199.6
11.798,11580,9186.9
11.799,11562,9173
11.8,11546,9160.2
11.801,11528,9146.4
11.802,11511,9133.6
11.803,11493,9119.7
11.804,11477,9106.9
11.805,11459,9093.1
11.805,11442,9080.3
11.806,11424,9066.5
11.807,11408,9053.7
11.808,11390,9039.9
11.809,11374,9027.1
11.81,11357,9014.3
11.811,11339,9000.5
11.812,11323,8987.7
11.813,11305,8973.9
11.813,11289,8961.1
11.814,11271,8947.3
11.815,11254,8934.6
11.816,11236,8920.8
11.817,11220,8908
11.818,11202,8894.2
11.819,11186,8881.4
11.82,11168,8867.6
11.82,11151,8854.9
11.821,11134,8841.1
11.822,11117,8828.3
11.823,11099,8814.6
11.824,11083,8801.8
11.825,11067,8789.1
11.826,11049,8775.3
11.827,11032,8762.6
11.828,11015,8748.8
11.828,10998,8736
11.829,10980,8722.3
11.83,10964,8709.5
11.831,10946,8695.8
11.832,10930,8683
11.833,10912,8669.3
11.834,10896,8656.6
11.835,10878,8642.8
11.836,10862,8630.1
11.837,10844,8616.3
11.837,10828,8603.6
11.838,10811,8590.9
11.839,10793,8577.1
11.84,10777,8564.4
11.841,10759,8550.7
11.842,10743,8538
11.843,10725,8524.2
11.844,10709,8511.5
11.845,10691,8497.8
11.845,10675,8485.1
11.846,10657,8471.4
11.847,10641,8458.7
11.848,10623,8444.9
11.849,10607,8432.3
11.85,10589,8418.5
11.851,10573,8405.9
11.852,10555,8392.1
11.852,10539,8379.5
11.853,10523,8366.8
11.854,10505,8353.1
11.855,10489,8340.4
11.856,10471,8326.7
11.857,10455,8314
11.858,10437,8300.3
11.859,10421,8287.6
11.86,10403,8273.9
11.86,10387,8261.3
11.861,10369,8247.6
11.862,10353,8234.9
11.863,10336,8221.2
11.864,10319,8208.6
11.865,10302,8194.9
11.866,10286,8182.2
11.867,10269,8169.6
11.868,10252,8155.9
11.868,10235,8143.3
11.869,10218,8129.6
11.87,10202,8117
11.871,10184,8103.3
11.872,10168,8090.6
11.873,10150,8077
11.874,10134,8064.3
11.875,10117,8050.7
11.876,10100,8038
11.877,10083,8024.4
11.877,10067,8011.8
11.878,10049,7998.1
11.879,10033,7985.5
11.88,10016,7972.1
11.881,9999.7,7959.6
11.882,9982.5,7946.2
11.883,9965.2,7932.7
11.884,9949.2,7920.3
11.884,9932,7906.8
11.885,9914.7,7893.3
11.886,9898.8,7880.9
11.887,9881.5,7867.5
11.888,9864.3,7854
11.889,9848.3,7841.6
11.89,9831.1,7828.1
11.891,9815.2,7815.7
11.892,9798,7802.3
11.893,9780.7,7788.8
11.893,9764.8,7776.4
11.894,9747.6,7763
11.895,9730.4,7749.6
11.896,9714.5,7737.1
11.897,9697.3,7723.7
11.898,9680.1,7710.3
11.899,9664.2,7697.9
11.9,9647,7684.5
11.9,9631.1,7672.1
11.901,9613.9,7658.7
11.902,9596.7,7645.2
11.903,9580.9,7632.8
11.904,9563.7,7619.4
11.905,9546.5,7606
11.906,9530.7,7593.6
11.907,9513.5,7580.2
11.908,9496.3,7566.8
11.908,9480.5,7554.5
11.909,9463.3,7541
11.91,9446.2,7527.6
11.911,9430.4,7515.3
11.912,9413.2,7501.9
11.913,9397.4,7489.5
11.914,9380.3,7476.1
11.915,9363.1,7462.7
11.916,9347.3,7450.4
11.916,9330.2,7437
11.917,9313.1,7423.6
11.918,9297.3,7411.3
11.919,9280.2,7397.9
11.92,9263.1,7384.5
11.921,9247.3,7372.2
11.922,9230.2,7358.8
11.923,9213.1,7345.4
11.924,9197.3,7333.1
11.925,9180.2,7319.7
11.925,9164.5,7307.4
11.926,9147.4,7294
11.927,9130.3,7280.7
11.928,9114.5,7268.3
11.929,9097.5,7255
11.93,9080.4,7241.6
11.931,9064.7,7229.3
11.932,9047.6,7215.9
11.933,9030.6,7202.6
11.933,9014.8,7190.3
11.934,8997.8,7176.9
11.935,8980.8,7163.6
11.936,8965,7151.3
11.937,8948,7137.9
11.938,8932.3,7125.6
11.939,8915.3,7112.3
11.94,8898.2,7099
11.94,8882.5,7086.7
11.941,8865.5,7073.4
11.942,8848.5,7060
11.943,8832.8,7047.7
11.944,8815.8,7034.4
11.945,8798.8,7021.1
11.946,8783.1,7008.8
11.947,8766.2,6995.5
11.948,8749.2,6982.2
11.948,8733.5,6969.9
11.949,8716.5,6956.6
11.95,8700.9,6944.3
11.951,8683.9,6931
11.952,8666.9,6917.7
11.953,8651.3,6905.4
11.954,8634.3,6892.1
11.955,8617.4,6878.8
11.956,8601.7,6866.6
11.957,8584.8,6853.3
11.957,8567.8,6840
11.958,8552.2,6827.7
11.959,8535.3,6814.5
11.96,8518.3,6801.2
11.961,8502.7,6788.9
11.962,8485.8,6775.6
11.963,8470.2,6763.4
11.964,8453.3,6750.1
11.965,8436.4,6736.9
11.965,8420.8,6724.6
11.966,8403.9,6711.3
11.967,8387,6698.1
11.968,8371.4,6685.8
11.969,8354.5,6672.6
11.97,8337.6,6659.3
11.971,8322,6647.1
11.972,8305.2,6633.8
11.972,8289.6,6621.6
11.973,8272.7,6608.4
11.974,8255.8,6595.1
11.975,8240.3,6582.9
11.976,8223.4,6569.6
11.977,8206.6,6556.4
11.978,8191,6544.2
11.979,8174.2,6531
11.98,8157.3,6517.7
11.98,8141.8,6505.5
11.981,8125,6492.3
11.982,8108.1,6479
11.983,8092.6,6466.8
11.984,8075.8,6453.6
11.985,8060.3,6441.4
11.986,8043.4,6428.2
11.987,8026.6,6415
11.988,8011.1,6402.8
11.988,7994.3,6389.6
11.989,7977.5,6376.4
11.99,7962,6364.2
11.991,7945.2,6351
11.992,7928.4,6337.8
11.993,7913,6325.6
11.994,7896.2,6312.4
11.995,7879.4,6299.2
11.996,7863.9,6287
11.997,7847.2,6273.8
11.997,7831.7,6261.6
11.998,7814.9,6248.5
11.999,7798.2,6235.3
12,7782.7,6223.1
12.001,7766,6209.9
12.002,7749.2,6196.7
12.003,7733.8,6184.6
12.004,7717,6171.4
12.005,7700.3,6158.2
12.005,7684.9,6146.1
12.006,7668.1,6132.9
12.007,7651.4,6119.7
12.008,7636,6107.6
12.009,7619.3,6094.4
12.01,7603.8,6082.3
12.011,7587.1,6069.1
12.012,7570.4,6056
12.012,7555,6043.8
12.013,7538.3,6030.7
12.014,7521.7,6017.5
12.015,7506.3,6005.4
12.016,7489.6,5992.2
12.017,7472.9,5979.1
12.018,7457.5,5967
12.019,7440.8,5953.8
12.02,7424.2,5940.7
12.02,7408.8,5928.6
12.021,7392.1,5915.4
12.022,7376.8,5903.3
12.023,7360.1,5890.2
12.024,7343.5,5877.1
12.025,7328.1,5864.9
12.026,7311.5,5851.8
12.027,7294.8,5838.7
12.028,7279.5,5826.6
12.028,7262.9,5813.5
12.029,7246.2,5800.4
12.03,7230.9,5788.3
12.031,7214.3,5775.2
12.032,7197.7,5762.1
12.033,7182.3,5750
12.034,7165.7,5736.9
12.035,7150.4,5724.8
12.036,7133.8,5711.7
12.037,7117.2,5698.6
12.037,7101.9,5686.5
12.038,7085.3,5673.4
12.039,7068.7,5660.3
12.04,7053.4,5648.2
12.041,7036.9,5635.1
12.042,7020.3,5622.1
12.043,7005,5610
12.044,6988.5,5596.9
12.044,6973.2,5584.8
12.045,6956.6,5571.8
12.046,6940.1,5558.7
12.047,6924.8,5546.6
12.048,6908.3,5533.6
12.049,6891.7,5520.5
12.05,6876.5,5508.4
12.051,6859.9,5495.4
12.052,6843.4,5482.3
12.052,6828.1,5470.3
12.053,6811.6,5457.2
12.054,6795.1,5444.1
12.055,6779.9,5432.1
12.056,6763.4,5419.1
12.057,6748.1,5407
12.058,6731.6,5394
12.059,6715.1,5380.9
12.06,6699.9,5368.9
12.06,6683.4,5355.9
12.061,6666.9,5342.8
12.062,6651.7,5330.8
12.063,6635.3,5317.8
12.064,6618.8,5304.7
