Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.38,7.88E+16,0.03637,5.42993
9.381,8.12E+16,0.0366237,5.42892
9.382,8.37E+16,0.0368776,5.42895
9.383,8.63E+16,0.0371316,5.42994
9.384,8.89E+16,0.0373856,5.43179
9.385,9.16E+16,0.0376396,5.43442
9.386,9.44E+16,0.0378935,5.43774
9.387,9.73E+16,0.0381473,5.44165
9.388,1.00E+17,0.0384008,5.44608
9.389,1.03E+17,0.0386541,5.45092
9.39,1.06E+17,0.0389071,5.45609
9.391,1.10E+17,0.0391597,5.46149
9.392,1.13E+17,0.0394118,5.46705
9.393,1.16E+17,0.0396634,5.47267
9.394,1.20E+17,0.0399145,5.47826
9.395,1.24E+17,0.0401649,5.48373
9.396,1.27E+17,0.0404147,5.48899
9.397,1.31E+17,0.0406637,5.49395
9.398,1.35E+17,0.0409118,5.49852
9.399,1.39E+17,0.0411591,5.50262
9.4,1.44E+17,0.0414055,5.50615
9.401,1.48E+17,0.0416509,5.50904
9.402,1.52E+17,0.0418951,5.51131
9.403,1.57E+17,0.0421381,5.51301
9.404,1.62E+17,0.0423797,5.51416
9.405,1.66E+17,0.0426198,5.5148
9.406,1.71E+17,0.0428582,5.51498
9.407,1.77E+17,0.0430948,5.51473
9.408,1.82E+17,0.0433296,5.51408
9.409,1.87E+17,0.0435622,5.51308
9.41,1.93E+17,0.0437927,5.51176
9.411,1.99E+17,0.0440209,5.51017
9.412,2.05E+17,0.0442466,5.50834
9.413,2.11E+17,0.0444698,5.5063
9.414,2.17E+17,0.0446902,5.50409
9.415,2.23E+17,0.0449078,5.50176
9.416,2.30E+17,0.0451225,5.49934
9.417,2.37E+17,0.045334,5.49687
9.418,2.44E+17,0.0455423,5.49439
9.419,2.51E+17,0.0457472,5.49193
9.42,2.59E+17,0.0459486,5.48953
9.421,2.66E+17,0.0461464,5.48723
9.422,2.74E+17,0.0463404,5.48507
9.423,2.82E+17,0.0465305,5.48308
9.424,2.90E+17,0.0467166,5.48131
9.425,2.99E+17,0.0468986,5.47978
9.426,3.07E+17,0.0470762,5.47855
9.427,3.16E+17,0.0472494,5.47764
9.428,3.25E+17,0.0474181,5.4771
9.429,3.34E+17,0.047582,5.47696
9.43,3.43E+17,0.0477412,5.47726
9.431,3.53E+17,0.0478953,5.47804
9.432,3.63E+17,0.0480444,5.47933
9.433,3.74E+17,0.0481883,5.48118
9.434,3.85E+17,0.0483269,5.48362
9.435,3.96E+17,0.0484599,5.48669
9.436,4.08E+17,0.0485873,5.49042
9.437,4.20E+17,0.048709,5.49486
9.438,4.32E+17,0.0488248,5.50004
9.439,4.44E+17,0.0489346,5.50601
9.44,4.57E+17,0.0490383,5.51279
9.441,4.71E+17,0.0491357,5.52043
9.442,4.84E+17,0.0492267,5.52896
9.443,4.98E+17,0.0493111,5.53842
9.444,5.13E+17,0.0493889,5.54885
9.445,5.28E+17,0.0494599,5.56029
9.446,5.43E+17,0.0495239,5.57278
9.447,5.59E+17,0.0495809,5.58635
9.448,5.76E+17,0.0496306,5.60104
9.449,5.93E+17,0.0496731,5.61689
9.45,6.11E+17,0.049708,5.63393
9.451,6.29E+17,0.0497355,5.6522
9.452,6.47E+17,0.0497554,5.67167
9.453,6.66E+17,0.0497679,5.69232
9.454,6.86E+17,0.0497731,5.71412
9.455,7.06E+17,0.049771,5.73703
9.456,7.27E+17,0.0497619,5.76103
9.457,7.48E+17,0.0497457,5.78609
9.458,7.70E+17,0.0497225,5.81218
9.459,7.93E+17,0.0496925,5.83927
9.46,8.15E+17,0.0496557,5.86734
9.461,8.39E+17,0.0496122,5.89634
9.462,8.62E+17,0.0495622,5.92625
9.463,8.87E+17,0.0495057,5.95705
9.464,9.11E+17,0.0494427,5.9887
9.465,9.36E+17,0.0493735,6.02118
9.466,9.62E+17,0.0492981,6.05445
9.467,9.88E+17,0.0492165,6.08849
9.468,1.01E+18,0.0491289,6.12327
9.469,1.04E+18,0.0490354,6.15875
9.47,1.07E+18,0.048936,6.19491
9.471,1.10E+18,0.0488309,6.23172
9.472,1.13E+18,0.0487201,6.26915
9.473,1.16E+18,0.0486038,6.30717
9.474,1.19E+18,0.048482,6.34575
9.475,1.22E+18,0.0483547,6.38487
9.476,1.25E+18,0.0482222,6.42449
9.477,1.28E+18,0.0480845,6.46458
9.478,1.31E+18,0.0479417,6.50511
9.479,1.35E+18,0.0477939,6.54606
9.48,1.38E+18,0.0476412,6.58739
9.481,1.41E+18,0.0474836,6.62908
9.482,1.44E+18,0.0473213,6.6711
9.483,1.47E+18,0.0471543,6.71342
9.484,1.51E+18,0.0469828,6.756
9.485,1.54E+18,0.0468068,6.79883
9.486,1.57E+18,0.0466265,6.84186
9.487,1.60E+18,0.0464419,6.88508
9.488,1.63E+18,0.0462531,6.92844
9.489,1.66E+18,0.0460602,6.97193
9.49,1.70E+18,0.0458632,7.01551
9.491,1.73E+18,0.0456624,7.05916
9.492,1.76E+18,0.0454578,7.10284
9.493,1.79E+18,0.0452494,7.14652
9.494,1.82E+18,0.0450375,7.19018
9.495,1.85E+18,0.0448219,7.23379
9.496,1.88E+18,0.0446029,7.27731
9.497,1.90E+18,0.0443806,7.32073
9.498,1.93E+18,0.044155,7.364
9.499,1.96E+18,0.0439262,7.4071
9.5,1.98E+18,0.0436944,7.45
9.501,2.00E+18,0.0434595,7.49267
9.502,2.03E+18,0.0432218,7.53509
9.503,2.05E+18,0.0429812,7.57723
9.504,2.07E+18,0.0427379,7.61905
9.505,2.09E+18,0.0424919,7.66054
9.506,2.10E+18,0.0422434,7.70167
9.507,2.12E+18,0.0419924,7.74241
9.508,2.13E+18,0.0417389,7.78274
9.509,2.14E+18,0.0414832,7.82262
9.51,2.15E+18,0.0412251,7.86204
9.511,2.16E+18,0.040965,7.90096
9.512,2.17E+18,0.0407027,7.93936
9.513,2.17E+18,0.0404385,7.97722
9.514,2.17E+18,0.0401723,8.0145
9.515,2.17E+18,0.0399043,8.05117
9.516,2.17E+18,0.0396346,8.08722
9.517,2.17E+18,0.0393632,8.12262
9.518,2.16E+18,0.0390902,8.15734
9.519,2.16E+18,0.0388158,8.19135
9.52,2.15E+18,0.0385399,8.22462
9.521,2.14E+18,0.0382626,8.25714
9.522,2.12E+18,0.0379842,8.28887
9.523,2.11E+18,0.0377045,8.31978
9.524,2.09E+18,0.0374238,8.34986
9.525,2.07E+18,0.0371421,8.37907
9.526,2.05E+18,0.0368594,8.40738
9.527,2.03E+18,0.0365759,8.43478
9.528,2.01E+18,0.0362917,8.46123
9.529,1.98E+18,0.0360068,8.48671
9.53,1.96E+18,0.0357213,8.51118
9.531,1.93E+18,0.0354353,8.53464
9.532,1.90E+18,0.0351489,8.55704
9.533,1.87E+18,0.0348621,8.57836
9.534,1.84E+18,0.0345751,8.59857
9.535,1.81E+18,0.0342879,8.61766
9.536,1.77E+18,0.0340007,8.63558
9.537,1.73E+18,0.0337134,8.65232
9.538,1.70E+18,0.0334262,8.66785
9.539,1.66E+18,0.0331391,8.68214
9.54,1.62E+18,0.0328523,8.69516
9.541,1.58E+18,0.0325658,8.7069
9.542,1.54E+18,0.0322797,8.71731
9.543,1.49E+18,0.0319941,8.72638
9.544,1.45E+18,0.0317091,8.73408
9.545,1.41E+18,0.0314247,8.74038
9.546,1.37E+18,0.0311411,8.74526
9.547,1.32E+18,0.0308582,8.74869
9.548,1.28E+18,0.0305763,8.75064
9.549,1.24E+18,0.0302954,8.75108
9.55,1.20E+18,0.0300155,8.75
9.551,1.16E+18,0.0297368,8.74737
9.552,1.12E+18,0.0294592,8.74323
9.553,1.08E+18,0.0291829,8.73762
9.554,1.04E+18,0.0289077,8.73059
9.555,9.97E+17,0.0286337,8.72218
9.556,9.59E+17,0.028361,8.71244
9.557,9.21E+17,0.0280895,8.70142
9.558,8.84E+17,0.0278192,8.68915
9.559,8.47E+17,0.0275503,8.67569
9.56,8.12E+17,0.0272826,8.66107
9.561,7.77E+17,0.0270162,8.64535
9.562,7.43E+17,0.0267512,8.62857
9.563,7.10E+17,0.0264875,8.61077
9.564,6.77E+17,0.0262251,8.59201
9.565,6.46E+17,0.0259641,8.57231
9.566,6.16E+17,0.0257045,8.55174
9.567,5.86E+17,0.0254463,8.53032
9.568,5.58E+17,0.0251895,8.50812
9.569,5.31E+17,0.0249341,8.48518
9.57,5.04E+17,0.0246802,8.46153
9.571,4.79E+17,0.0244277,8.43723
9.572,4.54E+17,0.0241767,8.41231
9.573,4.30E+17,0.0239272,8.38683
9.574,4.08E+17,0.0236792,8.36084
9.575,3.86E+17,0.0234327,8.33436
9.576,3.65E+17,0.0231877,8.30746
9.577,3.45E+17,0.0229443,8.28017
9.578,3.27E+17,0.0227025,8.25254
9.579,3.08E+17,0.0224622,8.22462
9.58,2.91E+17,0.0222236,8.19645
9.581,2.75E+17,0.0219865,8.16807
9.582,2.60E+17,0.0217511,8.13953
9.583,2.45E+17,0.0215174,8.11088
9.584,2.31E+17,0.0212853,8.08216
9.585,2.18E+17,0.0210548,8.05342
9.586,2.05E+17,0.0208261,8.02469
9.587,1.93E+17,0.020599,7.99603
9.588,1.82E+17,0.0203737,7.96749
9.589,1.71E+17,0.0201501,7.9391
9.59,1.61E+17,0.0199283,7.91091
9.591,1.51E+17,0.0197083,7.88297
9.592,1.42E+17,0.01949,7.85531
9.593,1.33E+17,0.0192735,7.828
9.594,1.25E+17,0.0190588,7.80106
9.595,1.17E+17,0.018846,7.77456
9.596,1.10E+17,0.018635,7.74852
9.597,1.03E+17,0.0184259,7.723
9.598,9.60E+16,0.0182186,7.69805
9.599,8.99E+16,0.0180132,7.6737
9.6,8.41E+16,0.0178098,7.65
9.601,7.86E+16,0.0176082,7.62699
9.602,7.35E+16,0.0174088,7.60465
9.603,6.87E+16,0.0172116,7.58297
9.604,6.42E+16,0.0170168,7.56191
9.605,5.99E+16,0.0168246,7.54147
9.606,5.60E+16,0.0166352,7.5216
9.607,5.23E+16,0.0164486,7.50231
9.608,4.89E+16,0.0162651,7.48355
9.609,4.57E+16,0.0160848,7.46531
9.61,4.27E+16,0.0159078,7.44757
9.611,4.00E+16,0.0157345,7.4303
9.612,3.74E+16,0.0155648,7.41348
9.613,3.50E+16,0.015399,7.3971
9.614,3.27E+16,0.0152372,7.38112
9.615,3.06E+16,0.0150796,7.36552
9.616,2.87E+16,0.0149264,7.35029
9.617,2.68E+16,0.0147777,7.33539
9.618,2.51E+16,0.0146337,7.32082
9.619,2.35E+16,0.0144945,7.30654
9.62,2.19E+16,0.0143604,7.29253
9.621,2.05E+16,0.0142314,7.27877
9.622,1.91E+16,0.0141077,7.26524
9.623,1.79E+16,0.0139895,7.25192
9.624,1.67E+16,0.013839673,7.23878
9.625,1.56E+16,0.013692658,7.22581
9.626,1.46E+16,0.013548745,7.21297
9.627,1.36E+16,0.01340789,7.20025
9.628,1.27E+16,0.01327011,7.18762
9.629,1.19E+16,0.013135444,7.17506
9.63,1.11E+16,0.013003919,7.16256
9.631,1.04E+16,0.012875537,7.15008
9.632,9.74E+15,0.012750366,7.13761
9.633,9.10E+15,0.012628391,7.12512
9.634,8.47E+15,0.012509668,7.11259
9.635,7.85E+15,0.012394197,7.1
9.636,7.22E+15,0.012282018,7.08733
9.637,6.60E+15,0.012173078,7.07457
9.638,5.97E+15,0.012067321,7.06172
9.639,5.35E+15,0.011964706,7.04879
9.64,4.73E+15,0.011865178,7.03576
9.641,4.10E+15,0.011768682,7.02264
9.642,3.65E+15,0.011675163,7.00942
9.643,3.25E+15,0.011584567,6.99611
9.644,2.89E+15,0.011496852,6.98269
9.645,2.57E+15,0.01141195,6.96918
9.646,2.29E+15,0.011329833,6.95556
9.647,2.04E+15,0.011250433,6.94183
9.648,1.81E+15,0.011173681,6.928
9.649,1.62E+15,0.011099563,6.91405
9.65,1.44E+15,0.011027997,6.9
9.651,1.28E+15,0.010958942,6.88583
9.652,1.14E+15,0.010892357,6.87156
9.653,1.01E+15,0.010828173,6.85717
9.654,9.02E+14,0.010766349,6.84268
9.655,8.03E+14,0.010706829,6.82808
9.656,7.14E+14,0.010649574,6.81338
9.657,6.36E+14,0.010594514,6.79858
9.658,5.66E+14,0.010541621,6.78368
9.659,5.04E+14,0.010490842,6.76869
9.66,4.48E+14,0.010442121,6.7536
9.661,3.99E+14,0.010395403,6.73843
9.662,3.55E+14,0.010350633,6.72316
9.663,3.16E+14,0.010307784,6.70781
9.664,2.81E+14,0.010266787,6.69238
9.665,2.50E+14,0.010227602,6.67686
9.666,2.23E+14,0.010190172,6.66127
9.667,1.98E+14,0.010154444,6.6456
9.668,1.76E+14,0.010120376,6.62985
9.669,1.57E+14,0.0100879,6.61403
9.67,1.40E+14,0.010057002,6.59814
9.671,1.24E+14,0.010027599,6.58218
9.672,1.11E+14,0.00999965,6.56616
9.673,9.85E+13,0.009973101,6.55007
9.674,8.77E+13,0.009947924,6.53392
9.675,7.81E+13,0.009924037,6.51771
9.676,6.95E+13,0.009901412,6.50145
9.677,6.18E+13,0.009879994,6.48513
9.678,5.50E+13,0.009859729,6.46876
9.679,4.90E+13,0.009840562,6.45234
9.68,4.36E+13,0.009822451,6.43587
